Checked,Protein FDR Confidence: Combined,Master,Accession,Description,# Peptides,# PSMs,"Abundance Ratio P-Value: (DZNep, Global) / (Control, Global)","Abundance Ratio P-Value: (DZNep, PISA) / (Control, PISA)","Abundance Ratio: (DZNep, Global) / (Control, Global)","Abundance Ratio: (DZNep, PISA) / (Control, PISA)","Abundance Ratio (log2): (DZNep, Global) / (Control, Global)","Abundance Ratio (log2): (DZNep, PISA) / (Control, PISA)","Abundances (Grouped): Control, Global","Abundances (Grouped): Control, PISA","Abundances (Grouped): DZNep, Global","Abundances (Grouped): DZNep, PISA","Abundances (Grouped) CV [%]: Control, Global","Abundances (Grouped) CV [%]: Control, PISA","Abundances (Grouped) CV [%]: DZNep, Global","Abundances (Grouped) CV [%]: DZNep, PISA",# Unique Peptides,# Isoforms,"Abundances (Normalized): F3: 127N, Sample, Control, Global","Abundances (Normalized): F3: 129N, Sample, Control, Global","Abundances (Normalized): F3: 131N, Sample, Control, Global","Abundances (Normalized): F3: 133N, Sample, Control, Global","Abundances (Normalized): F3: 126, Sample, Control, PISA","Abundances (Normalized): F3: 128C, Sample, Control, PISA","Abundances (Normalized): F3: 130C, Sample, Control, PISA","Abundances (Normalized): F3: 132C, Sample, Control, PISA","Abundances (Normalized): F3: 128N, Sample, DZNep, Global","Abundances (Normalized): F3: 130N, Sample, DZNep, Global","Abundances (Normalized): F3: 132N, Sample, DZNep, Global","Abundances (Normalized): F3: 133C, Sample, DZNep, Global","Abundances (Normalized): F3: 127C, Sample, DZNep, PISA","Abundances (Normalized): F3: 129C, Sample, DZNep, PISA","Abundances (Normalized): F3: 131C, Sample, DZNep, PISA","Abundances (Normalized): F3: 134N, Sample, DZNep, PISA",# Protein Groups,Sum PEP Score,Coverage [%],"Abundance: F3: 127N, Sample, Control, Global","Abundance: F3: 129N, Sample, Control, Global","Abundance: F3: 131N, Sample, Control, Global","Abundance: F3: 133N, Sample, Control, Global","Abundance: F3: 126, Sample, Control, PISA","Abundance: F3: 128C, Sample, Control, PISA","Abundance: F3: 130C, Sample, Control, PISA","Abundance: F3: 132C, Sample, Control, PISA","Abundance: F3: 128N, Sample, DZNep, Global","Abundance: F3: 130N, Sample, DZNep, Global","Abundance: F3: 132N, Sample, DZNep, Global","Abundance: F3: 133C, Sample, DZNep, Global","Abundance: F3: 127C, Sample, DZNep, PISA","Abundance: F3: 129C, Sample, DZNep, PISA","Abundance: F3: 131C, Sample, DZNep, PISA","Abundance: F3: 134N, Sample, DZNep, PISA"
FALSE,High,Master Protein,Q9BYD3,"39S ribosomal protein L4, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL4 PE=1 SV=1",1,2,0.99946445241913,0.151403749167355,0.897,1.254,-0.16,0.33,93.2,79.1,83.6,99.1,12.66,16.63,19.16,22.22,1,1,90.2,73.8,99.3,96.3,86.7,92.9,64.3,72.1,82.7,81.6,84.6,118,107.9,91.1,138.2,86.1,1,6.155,6,26,20.3,55.3,64.6,56.5,70.4,35.9,34.9,39.7,27.6,39.1,118,38.6,32.8,80.5,39.6
FALSE,Medium,Master Protein,Q96GC9,Vacuole membrane protein 1 OS=Homo sapiens OX=9606 GN=VMP1 PE=1 SV=1,1,8,0.999471867117,0.968064791154732,1.001,1.068,0,0.1,1303.9,1800.6,1304.7,1924,31.5,43.16,70.69,65.86,1,1,896,1931.3,1274.6,1333.9,2228.7,1454.8,2948.7,1079.2,3184.1,812.9,646.5,2094,4837.3,1168.2,1933.7,1914.4,1,1.842,1,257.7,530.8,710.1,895.2,1453.8,1102.1,1649.6,522.4,1528.3,275,298.6,2094,1731.2,420.2,1126.1,880.3
FALSE,High,Master Protein,Q96B49,Mitochondrial import receptor subunit TOM6 homolog OS=Homo sapiens OX=9606 GN=TOMM6 PE=1 SV=1,1,2,0.999476854044318,0.966490476834926,1.063,1.33,0.09,0.41,13.1,10.8,13.9,14.4,30.3,11.75,34.48,50.27,1,2,21.5,14.2,12,12,9.8,12.4,10,11.7,13.9,0,19.9,9.9,14.6,22.4,14.2,5.1,1,4.809,19,6.2,3.9,6.7,8.1,6.4,9.4,5.6,5.7,6.7,0,9.2,9.9,5.2,8.1,8.3,2.3
FALSE,High,Master Protein,Q14147,Probable ATP-dependent RNA helicase DHX34 OS=Homo sapiens OX=9606 GN=DHX34 PE=1 SV=2,2,2,0.99947880968176,0.97378882896119,0.965,0.917,-0.05,-0.12,65,52.3,62.7,48,31.88,18.24,18,11.62,2,2,83.9,85.6,50.3,46,57.1,39.8,48,60.6,57.4,77,68.4,51.3,53.5,45.1,41.3,51.1,1,4.623,3,24.1,23.5,28,30.9,37.2,30.1,26.9,29.3,27.6,26.1,31.6,51.3,19.2,16.2,24.1,23.5
FALSE,High,Master Protein,Q13098,COP9 signalosome complex subunit 1 OS=Homo sapiens OX=9606 GN=GPS1 PE=1 SV=4,37,143,0.999479469783541,0.999159579302042,0.989,1.024,-0.02,0.03,24494.2,25357.7,24229.4,25960.5,10.91,7.77,3.58,18.23,37,40,21187.8,22825.8,26571.4,26284.5,22119.2,26516.9,24905.8,25817.9,24552.8,25458.7,23910.2,23450.1,23139.9,19932.9,29124.9,29318.8,1,181.858,47,6094.8,6273.2,14802.8,17639.4,14427.9,20088.1,13932.8,12497.3,11784.9,8611.3,11043.3,23450.1,8281.5,7170,16961.9,13481.9
FALSE,High,Master Protein,Q96Q89,Kinesin-like protein KIF20B OS=Homo sapiens OX=9606 GN=KIF20B PE=1 SV=3,2,6,0.999483349568843,0.970188739661118,0.911,0.95,-0.13,-0.07,1036.5,896.4,944,851.9,51.83,58.21,43.82,43.84,2,2,501.1,695.9,1566.8,1543.8,906.7,2247.4,886.2,767.6,1281.4,695.5,673.6,1634.8,754.2,646.3,1620.2,962.2,1,3.609,1,144.2,191.3,872.9,1036,591.4,1702.6,495.8,371.6,615.1,235.2,311.1,1634.8,269.9,232.5,943.6,442.5
FALSE,High,Master Protein,O60678,Protein arginine N-methyltransferase 3 OS=Homo sapiens OX=9606 GN=PRMT3 PE=1 SV=4,2,6,0.999491178047606,0.251007925673067,0.968,1.162,-0.05,0.22,413.1,342.3,399.7,397.8,13.94,4.24,7.38,7.04,2,2,383.7,339.2,462.9,444.8,341.5,325.2,343.1,360.7,378.1,376.2,422.6,433.5,349.8,392.7,403.1,411.6,1,5.532,3,110.4,93.2,257.9,298.5,222.8,246.3,192,174.6,181.5,127.2,195.2,433.5,125.2,141.2,234.7,189.3
FALSE,High,Master Protein,Q6P5R6,60S ribosomal protein L22-like 1 OS=Homo sapiens OX=9606 GN=RPL22L1 PE=1 SV=2,8,31,0.999492230246366,0.231997445443855,0.972,0.732,-0.04,-0.45,687.8,1117.4,668.3,817.5,27.95,16.42,19.1,25.34,1,8,441.8,907.8,684.2,691.4,1084.4,1452.2,1013.3,1151.5,652.8,799,684.2,494.5,639,1139.6,894.4,747.2,1,23.402,20,127.1,249.5,381.2,464,707.3,1100.1,566.8,557.4,313.3,270.3,316,494.5,228.7,409.9,520.9,343.6
FALSE,High,Master Protein,P14209,CD99 antigen OS=Homo sapiens OX=9606 GN=CD99 PE=1 SV=1,2,4,0.999495356731004,0.886286104232597,1.134,0.714,0.18,-0.49,283.2,379.7,321.2,271,23.73,35.71,20.7,37.78,2,2,235.5,297.1,401.2,270,413.4,514.5,348.7,200,356,224.9,289.9,359.2,283,259.5,485.5,222,1,12.608,15,67.7,81.6,223.5,181.2,269.7,389.8,195.1,96.8,170.9,76.1,133.9,359.2,101.3,93.3,282.8,102.1
FALSE,High,Master Protein,Q99439,Calponin-2 OS=Homo sapiens OX=9606 GN=CNN2 PE=1 SV=4,3,14,0.999502223799881,0.331718036793373,1.081,1.209,0.11,0.27,86.1,76.2,93.1,92.1,19.15,19.31,14.32,9.48,1,3,112.7,77.7,95.5,75.7,68.1,90.2,85.2,58.9,92.8,73.3,93.5,104.7,96.9,81.6,100.7,87.6,1,9.075,14,32.4,21.4,53.2,50.8,44.4,68.3,47.7,28.5,44.5,24.8,43.2,104.7,34.7,29.3,58.6,40.3
FALSE,High,Master Protein,Q13206,Probable ATP-dependent RNA helicase DDX10 OS=Homo sapiens OX=9606 GN=DDX10 PE=1 SV=2,3,3,0.99951383788445,0.878589903974219,0.94,1.082,-0.09,0.11,668,516,627.8,558.1,14.08,12.14,24.51,17.24,3,3,596.7,606.7,735.5,791.2,509.8,646.6,513.1,519,665.2,590.7,592.4,952.2,529.5,548.9,753.1,567.4,1,6.198,4,171.6,166.7,409.7,530.9,332.5,489.8,287,251.2,319.3,199.8,273.6,952.2,189.5,197.5,438.6,260.9
FALSE,High,Master Protein,Q9P0U4,CXXC-type zinc finger protein 1 OS=Homo sapiens OX=9606 GN=CXXC1 PE=1 SV=2,4,8,0.999516811722767,0.99778093094419,0.971,1.08,-0.04,0.11,319.7,187.9,310.6,202.8,22.31,12.64,35.2,12.5,4,4,235.8,281.2,363.5,387.5,185.1,232.8,190.7,177.2,377.2,255.8,219,474.2,197.1,208.7,232.2,171.4,1,11.555,4,67.8,77.3,202.5,260.1,120.7,176.3,106.7,85.8,181.1,86.5,101.1,474.2,70.5,75.1,135.2,78.8
FALSE,High,Master Protein,O60231,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 OS=Homo sapiens OX=9606 GN=DHX16 PE=1 SV=2,17,45,0.999516962397692,0.997102392221292,0.983,1.004,-0.02,0.01,5724.1,4589.4,5628.1,4606.7,10.09,5.29,6.2,4.98,17,17,5303,5140,6178.6,6246,4535.9,4852.6,4270.6,4643.5,5794.8,5466.2,5321.3,6108.9,4356.2,4659.2,4554.8,4909,1,62.919,17,1525.4,1412.6,3442,4191.7,2958.7,3676.1,2389.1,2247.7,2781.4,1848.9,2457.8,6108.9,1559,1676,2652.6,2257.3
FALSE,High,Master Protein,O00330,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3",14,45,0.999518909850116,0.648357420635351,1.012,1.019,0.02,0.03,10246.9,11735.8,10369.2,11957.3,7.73,7.57,7.49,7.67,14,14,9498.4,9769,11182.2,10748.1,11920.7,11683.9,11787.8,10086.2,10782.4,9481.4,9971.9,11199.3,12081.1,11834.7,13392.5,11177.5,1,56.577,24,2732.3,2684.8,6229.5,7213,7775.7,8851.2,6594.4,4882.3,5175.4,3207,4605.7,11199.3,4323.7,4257,7799.6,5139.8
FALSE,High,Master Protein,O00151,PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4,18,174,0.999520969921764,0.999979675083214,0.997,1.032,0,0.05,41786,45849.4,41659.2,47331,2.01,7.94,5.11,8.25,18,20,42042.2,42420.6,40492.4,41531.4,47835.7,48860,43945.5,41039.3,42726.3,40618.8,38878,43575.6,47504.6,47409.3,47252.8,39884.5,1,196.894,63,12093.8,11658.5,22558.1,27871.5,31202.3,37014.2,24584.1,19865.3,20507.9,13739.1,17956.5,43575.6,17001.2,17053.5,27519.3,18340.4
FALSE,High,Master Protein,Q96C86,m7GpppX diphosphatase OS=Homo sapiens OX=9606 GN=DCPS PE=1 SV=2,13,64,0.999527468697687,0.871347238823963,1,1.019,0,0.03,12103.6,13775.6,12105.2,14040.9,6.07,2.11,1.82,5.72,13,13,12594.2,13002.7,11632.1,11479.8,13856.4,13648.4,14291.8,13695.3,12122.5,12406.8,11869.2,12088,14148.6,15350.8,13934,13431.7,1,65.811,47,3622.8,3573.5,6480.2,7704,9038.3,10339.5,7995.1,6629.3,5818.6,4196.5,5482,12088,5063.6,5521.8,8114.9,6176.4
FALSE,High,Master Protein,Q96CV9,Optineurin OS=Homo sapiens OX=9606 GN=OPTN PE=1 SV=3,2,2,0.999527482694614,0.904871806528153,0.995,0.881,-0.01,-0.18,149,113,148.3,99.6,22.11,21.17,15.61,9.55,1,2,127.9,119.2,187.5,173.7,115.6,139.9,110.5,82.1,167.9,126.2,131,169.3,91.5,101.9,114.3,97.3,1,3.999,3,36.8,32.8,104.5,116.6,75.4,106,61.8,39.7,80.6,42.7,60.5,169.3,32.8,36.7,66.6,44.7
FALSE,High,Master Protein,P46778,60S ribosomal protein L21 OS=Homo sapiens OX=9606 GN=RPL21 PE=1 SV=2,51,414,0.999554131573146,0.0801947708445937,1.022,0.86,0.03,-0.22,106470.7,139157.9,108836.2,119671.6,6.49,8.28,5.74,8.15,51,65,101314.3,116351.8,102781.7,110292.1,141392.4,124622.1,136958.7,152421.9,111717.4,106029.3,114596,100599.9,127075,112699.6,112373.2,131528.8,1,438.472,92,29143.9,31977,57259,74016.5,92227.5,94408.3,76617.5,73780.7,53622.5,35863.9,52928.2,100599.9,45478.4,40539,65444.3,60481.8
FALSE,High,Master Protein,Q9H7E2,Tudor domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TDRD3 PE=1 SV=1,1,1,0.999554975643249,0.894697414085583,1.006,0.962,0.01,-0.06,56.1,45.4,56.4,43.7,11.51,11.79,12.9,13.95,1,1,64.8,52.4,50.8,60,44.3,39.9,46.6,52.9,52,66.4,61.1,50.9,47.8,36.4,48.8,40,1,5.824,4,18.7,14.4,28.3,40.2,28.9,30.2,26.1,25.6,25,22.5,28.2,50.9,17.1,13.1,28.4,18.4
FALSE,High,Master Protein,O95447,Lebercilin-like protein OS=Homo sapiens OX=9606 GN=LCA5L PE=1 SV=1,2,9,0.99955745464275,0.889409044500199,0.964,0.915,-0.05,-0.13,1034.7,957.6,997.1,876.4,49.65,39.92,26.02,34.47,1,2,536.1,697.7,1536.3,1534.4,879.5,1851.9,892.5,1027.4,1297,768,824.6,1205.6,664.1,690.5,1332.3,1112.3,1,4.642,3,154.2,191.8,855.9,1029.7,573.7,1402.9,499.3,497.3,622.6,259.8,380.9,1205.6,237.7,248.4,775.9,511.5
FALSE,High,Master Protein,O75818,Ribonuclease P protein subunit p40 OS=Homo sapiens OX=9606 GN=RPP40 PE=1 SV=3,3,6,0.999569093580444,0.576014705365556,1.026,1.117,0.04,0.16,921.4,1032.7,945.7,1153.6,11.35,10.3,7.43,15.19,3,3,860.7,875.7,1095,969.4,976.6,1211.1,984.2,1083.6,949.2,879.8,1051.2,942.1,1054.7,1022.4,1404,1261.9,1,11.874,7,247.6,240.7,610,650.6,637,917.5,550.6,524.5,455.6,297.6,485.5,942.1,377.5,367.8,817.7,580.3
FALSE,High,Master Protein,Q96P11,28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens OX=9606 GN=NSUN5 PE=1 SV=2,8,16,0.999582608079633,0.996781144583392,0.932,0.965,-0.1,-0.05,971.4,721,905.1,695.7,18.44,11.88,15.17,8.36,8,8,747.4,882.3,1069.7,1134.4,658.5,859,750.9,692.3,963.5,823.6,850.3,1138.6,688.7,690.1,813.8,701.3,1,27.434,15,215,242.5,595.9,761.3,429.6,650.7,420.1,335.1,462.5,278.6,392.7,1138.6,246.5,248.2,473.9,322.5
FALSE,High,Master Protein,P01023,Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3,1,4,0.999588985491838,0.990083298692018,0.917,0.955,-0.12,-0.07,330.6,341.4,303.2,326.2,10.43,27.44,24.15,15.45,1,1,323.1,338.2,339.7,269.1,385.5,302.4,495.2,272.3,298.2,441.7,308.2,260.7,413.7,302.7,351.6,301.8,1,3.757,1,92.9,93,189.2,180.6,251.5,229.1,277,131.8,143.1,149.4,142.3,260.7,148.1,108.9,204.7,138.8
FALSE,High,Master Protein,Q9H204,Mediator of RNA polymerase II transcription subunit 28 OS=Homo sapiens OX=9606 GN=MED28 PE=1 SV=1,2,9,0.999591167389846,0.994745719949045,1.041,1.013,0.06,0.02,196.2,148.3,204.3,150.3,11.65,9.28,15.56,5,2,2,169.2,185.7,220.7,207.2,132.6,158.9,158.8,138.5,206.8,155.5,201.8,228.9,140.9,146.5,157.5,154.2,1,5.58,20,48.7,51,122.9,139,86.5,120.4,88.8,67,99.3,52.6,93.2,228.9,50.4,52.7,91.7,70.9
FALSE,High,Master Protein,P08708,40S ribosomal protein S17 OS=Homo sapiens OX=9606 GN=RPS17 PE=1 SV=2,33,225,0.999596290124447,0.965901312497067,0.965,0.955,-0.05,-0.07,76457.1,82067.4,73750.6,78396.8,18.01,13.68,9.48,22.4,32,39,85769.1,89585.5,61066.1,68156.1,105507.3,80692.3,82835.3,81306.6,83521.8,76450.6,71146,67191,110575.8,83654.9,68332.4,73469.1,1,301.284,96,24672.2,24620.8,34019.5,45739.2,68820.4,61129,46339.8,39357,40089.1,25859,32860,67191,39573.6,30091.4,39795.7,33783.8
FALSE,Low,Master Protein,Q6ZQQ6,WD repeat-containing protein 87 OS=Homo sapiens OX=9606 GN=WDR87 PE=1 SV=3,1,2,0.999599049882483,0.675374237156321,1.019,0.903,0.03,-0.15,1580.9,2131.4,1611.7,1925.4,8.84,11.88,10.48,7.48,1,1,1429.6,1738.9,1508.8,1656.5,2190.4,1700,2074,2237.7,1627.7,1595.8,1730.6,1342.2,1884.2,1967.4,1684.2,1996.4,1,1.609,0,411.2,477.9,840.6,1111.6,1428.8,1287.8,1160.2,1083.2,781.3,539.8,799.3,1342.2,674.3,707.7,980.8,918
FALSE,High,Master Protein,P13861,cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2,24,122,0.999602331751586,0.873996227683091,0.996,0.986,-0.01,-0.02,29438.3,25260.1,29307.2,24903,4.18,3.57,4.86,4.87,22,28,28817.9,28294.9,31032.3,30072,25608.7,24916.2,26140.8,24061.5,29562.4,28323.7,29054.2,31676.6,25528.1,24293.2,25569.2,23048.2,1,163.303,56,8289.7,7776.3,17287.9,20181.2,16704.1,18875.5,14623.7,11647.1,14189.5,9580.3,13419.2,31676.6,9136.2,8738.5,14891.1,10598.4
FALSE,High,Master Protein,Q96EY4,Translation machinery-associated protein 16 OS=Homo sapiens OX=9606 GN=TMA16 PE=1 SV=2,7,23,0.999606149515764,0.894509450286568,0.965,0.984,-0.05,-0.02,7288.1,6019.4,7034.5,5925.2,12.1,14.04,8.44,6.21,7,7,6036.8,7210.8,7366.3,8142.6,5796.8,5661.6,6250.7,7607.5,7312,6767.6,8047.8,6756.6,5612.3,6115.5,5740.8,6430.3,1,27.38,34,1736.5,1981.7,4103.7,5464.5,3781.1,4289,3496.7,3682.5,3509.6,2289.1,3717,6756.6,2008.6,2199.8,3343.3,2956.9
FALSE,High,Master Protein,Q9UKM9,RNA-binding protein Raly OS=Homo sapiens OX=9606 GN=RALY PE=1 SV=1,8,24,0.999606796361046,0.999932435961636,1.011,1.057,0.02,0.08,5356.1,3451.5,5416.6,3646.9,30.09,23.95,9.83,14.73,8,8,7141.1,4298.8,3861.9,6673.6,4728.6,2869.7,3007.6,3961,5978.9,4795,5154.9,5691.5,4022.1,3306.6,3043,4132.5,1,32.025,17,2054.2,1181.4,2151.5,4478.6,3084.4,2174,1682.5,1917.3,2869.8,1621.9,2380.9,5691.5,1439.5,1189.4,1772.2,1900.3
FALSE,High,Master Protein,Q8N543,Prolyl 3-hydroxylase OGFOD1 OS=Homo sapiens OX=9606 GN=OGFOD1 PE=1 SV=1,7,13,0.999643148332093,0.0538242510435669,0.981,1.194,-0.03,0.26,3078.9,2837.5,3019.9,3387.1,1.9,10.8,9.19,6.46,7,8,3139.1,3068.6,3089.2,2998.2,2457.6,3206,2863.4,2811.9,2782.3,3440.1,2938.4,3103.7,3036.1,3291.9,3485,3493.1,1,35.525,14,903,843.4,1721,2012.1,1603,2428.7,1601.8,1361.1,1335.5,1163.6,1357.2,3103.7,1086.6,1184.1,2029.6,1606.3
FALSE,High,Master Protein,P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,36,381,0.999644501306176,0.599063146898727,0.991,1.068,-0.01,0.1,124557.4,150536.7,123392.1,160808.8,11.56,5.83,8.39,10.95,36,42,136645.5,137274.3,113538.7,110678.5,151766.3,135470.2,155099.2,149317,124493.2,139291.4,122300.6,114101.4,174740.3,178782.7,144678.2,147988.1,1,323.387,66,39307.2,37727.1,63251.6,74275.9,98994.2,102626.4,86765.8,72277.8,59754.7,47114.6,56486.7,114101.4,62537.1,64309.6,84258.3,68050.4
FALSE,High,Master Protein,Q96J02,E3 ubiquitin-protein ligase Itchy homolog OS=Homo sapiens OX=9606 GN=ITCH PE=1 SV=2,2,2,0.999645503008866,0.569708213971225,1.048,1.237,0.07,0.31,264.1,181.3,276.7,224.3,4.15,18.43,27.47,16.77,1,2,282.5,266.1,262.1,257,161.2,148.7,203.9,219.6,237.1,360.2,322.9,193.7,212.5,255.8,170.8,236.8,1,4.354,4,81.3,73.1,146,172.4,105.1,112.7,114.1,106.3,113.8,121.8,149.1,193.7,76,92,99.4,108.9
FALSE,Medium,Master Protein,Q5M9N0,Coiled-coil domain-containing protein 158 OS=Homo sapiens OX=9606 GN=CCDC158 PE=1 SV=2,1,2,0.999649726152424,0.0224277867568479,0.998,1.212,0,0.28,140.7,121.1,140.4,146.8,5.12,7.06,9.17,11.19,1,2,134.6,134.5,147.1,147,110.1,124.1,118.2,130,128.1,136.6,158.8,144.3,140.8,169,153,130.4,1,2.372,3,38.7,37,81.9,98.7,71.8,94,66.1,62.9,61.5,46.2,73.3,144.3,50.4,60.8,89.1,60
FALSE,High,Master Protein,Q9H267,Vacuolar protein sorting-associated protein 33B OS=Homo sapiens OX=9606 GN=VPS33B PE=1 SV=2,2,5,0.999665139597311,0.996908289604822,0.993,0.96,-0.01,-0.06,82.2,64.7,81.6,62.1,15.67,15.42,24.08,17.45,2,2,72.6,71.6,93.1,96.1,55.1,58,75.2,72.1,73.6,90.4,107.7,61.6,53.9,74.9,71.2,54.1,1,4.254,3,20.9,19.7,51.9,64.5,35.9,43.9,42.1,34.9,35.3,30.6,49.7,61.6,19.3,27,41.4,24.9
FALSE,High,Master Protein,Q8N5W9,Refilin-B OS=Homo sapiens OX=9606 GN=RFLNB PE=1 SV=1,3,3,0.999666893834493,0.999964096930721,0.964,0.943,-0.05,-0.08,63.8,61.8,61.5,58.3,12.03,9.82,10.9,25.72,3,3,69.9,64.1,63.5,52,64,59.7,54.2,68.4,67.6,56.2,55.5,67.3,85,51.5,66,50.1,1,9.24,14,20.1,17.6,35.4,34.9,41.7,45.3,30.3,33.1,32.5,19,25.6,67.3,30.4,18.5,38.4,23
FALSE,High,Master Protein,P82970,High mobility group nucleosome-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=HMGN5 PE=1 SV=1,11,64,0.999670972335124,0.601942023844545,1.003,0.878,0,-0.19,13235.1,18612.6,13270.5,16349.8,6.49,9.94,5.84,7.01,11,19,11911.3,13919.4,13374.1,13097.6,18223.6,15286.8,19009.9,19047.1,13572.9,12974.7,13875.1,12134,16848.6,18255.8,15865.8,15721.4,1,119.073,35,3426.4,3825.5,7450.6,8789.7,11886.9,11580.6,10634.6,9219.9,6514.8,4388.6,6408.5,12134,6029.9,6566.8,9240,7229.3
FALSE,High,Master Protein,Q8TCA0,Leucine-rich repeat-containing protein 20 OS=Homo sapiens OX=9606 GN=LRRC20 PE=1 SV=1,1,1,0.999681075232034,0.923307515794862,1.034,0.852,0.05,-0.23,15.1,19.5,15.6,16.6,42.94,9.93,29.79,21.92,1,1,12.8,10,17.8,26.4,20.1,19,18.9,23.2,22.8,11.7,17.8,13.7,16.3,15.3,24.1,17,1,4.207,10,3.7,2.7,9.9,17.7,13.1,14.4,10.6,11.2,10.9,4,8.2,13.7,5.8,5.5,14,7.8
FALSE,Medium,Master Protein,Q01804,OTU domain-containing protein 4 OS=Homo sapiens OX=9606 GN=OTUD4 PE=1 SV=4,1,2,0.999689418075397,0.915817919108983,1.028,1.383,0.04,0.47,25.5,18.9,26.3,26.1,26.17,43.62,17.3,31.24,1,1,20.4,24.9,37.2,26.2,16,36.4,15.2,22.2,26.8,22.9,25.7,34,21.9,15.6,31.1,32.1,1,2.052,1,5.9,6.8,20.7,17.6,10.5,27.6,8.5,10.8,12.9,7.7,11.9,34,7.8,5.6,18.1,14.8
FALSE,High,Master Protein,Q9NQ92,Coordinator of PRMT5 and differentiation stimulator OS=Homo sapiens OX=9606 GN=COPRS PE=1 SV=3,1,17,0.999695825140068,0.138944219546148,0.989,1.133,-0.02,0.18,566.6,524.7,560.3,594.7,14.41,1.36,6.28,6.28,1,2,615.5,664,485.6,521.6,525.2,523.6,538.7,524.3,551.6,527.3,569.2,611.5,580.7,665.4,592.9,596.4,1,9.155,7,177,182.5,270.5,350.1,342.6,396.7,301.3,253.8,264.8,178.4,262.9,611.5,207.8,239.3,345.3,274.2
FALSE,High,Master Protein,Q9UNI6,Dual specificity protein phosphatase 12 OS=Homo sapiens OX=9606 GN=DUSP12 PE=1 SV=1,3,6,0.999696015525465,0.43587454694092,0.98,1.071,-0.03,0.1,1273.4,1084.5,1248.6,1161.6,10.44,5.17,5.8,9.84,3,3,1395.4,1376.5,1178.1,1137.9,1121.4,1051.9,1118.2,1006.3,1237.7,1361.6,1187.5,1259.5,1334.5,1155,1168.2,1054.8,1,14.264,12,401.4,378.3,656.3,763.6,731.5,796.9,625.5,487.1,594.1,460.5,548.5,1259.5,477.6,415.5,680.3,485
FALSE,High,Master Protein,Q15631,Translin OS=Homo sapiens OX=9606 GN=TSN PE=1 SV=1,12,59,0.999700706116268,0.4222051550923,0.986,1.104,-0.02,0.14,16890.1,21074.5,16648.4,23263.3,7.96,8.61,5.13,13.48,12,12,17022.3,14846.7,18019.1,16759,18559.8,20802.9,21349.6,22910,16416.5,16883.5,17419.6,15422.9,19653.9,22249.9,24322.8,27071.9,1,65.479,24,4896.6,4080.3,10038.3,11246.9,12106.2,15759.4,11943.4,11089.7,7879.7,5710.8,8045.6,15422.9,7033.9,8003.5,14165.2,12448.7
FALSE,High,Master Protein,Q04941,Proteolipid protein 2 OS=Homo sapiens OX=9606 GN=PLP2 PE=1 SV=1,1,3,0.999702685261864,0.996152319440069,1.002,0.978,0,-0.03,72,79.5,72.2,77.8,4.6,9.81,8.71,13.48,1,1,74.5,74.3,67.9,69.9,86.7,72.8,73.2,86.4,74.2,70.2,64.8,79.7,73.5,96.3,82.3,72.7,1,3.927,9,21.4,20.4,37.8,46.9,56.6,55.1,41,41.8,35.6,23.7,29.9,79.7,26.3,34.6,47.9,33.5
FALSE,High,Master Protein,Q9NVV4,"Poly(A) RNA polymerase, mitochondrial OS=Homo sapiens OX=9606 GN=MTPAP PE=1 SV=1",1,3,0.999703133487429,0.980848367112102,0.918,0.988,-0.12,-0.02,311.3,279.9,285.7,276.6,20.53,10.69,24.59,18.26,1,1,238.5,270.2,358.6,364.4,274.5,328.2,256.1,285.3,320,241.7,255.1,406.2,252.8,214.8,326.4,302.7,1,3.813,2,68.6,74.3,199.8,244.5,179.1,248.6,143.3,138.1,153.6,81.7,117.8,406.2,90.5,77.3,190.1,139.2
FALSE,High,Master Protein,Q9Y262,Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens OX=9606 GN=EIF3L PE=1 SV=1,15,45,0.999704257262251,0.849611415373636,0.971,1.153,-0.04,0.21,8419,6025.9,8177,6950.7,13.31,18,10.07,17,15,16,7770.6,7270.9,9674.3,9121.5,5849.3,8220.4,5704.8,6207.9,8442.4,7919.9,7561.2,9494.4,6083.9,5967.8,8242.6,7940.9,1,65.433,23,2235.3,1998.3,5389.5,6121.4,3815.4,6227.4,3191.4,3005,4052.2,2678.9,3492.3,9494.4,2177.3,2146.7,4800.4,3651.5
