"","Accession","Cont_Global_Rep1.x","Cont_Global_Rep2.x","Cont_Global_Rep3.x","Cont_Global_Rep4.x","Cont_PISA_Rep1.x","Cont_PISA_Rep2.x","Cont_PISA_Rep3.x","Cont_PISA_Rep4.x","DZNep_Global_Rep1.x","DZNep_Global_Rep2.x","DZNep_Global_Rep3.x","DZNep_Global_Rep4.x","DZNep_PISA_Rep1.x","DZNep_PISA_Rep2.x","DZNep_PISA_Rep3.x","DZNep_PISA_Rep4.x","U1","Methyl_state","Format2","Format3","Format4","cont_global_mean","cont_global_sd","dznep_global_mean","dznep_global_sd","FC_global","log10FC_global","pval","p.adjust","protein_type","rep1_sm","rep2_sm","rep3_sm","rep4_sm","pisa_sm_mean","pisa_sm_sd","pval.pisa","log10.pvalue_pisa","protein_type.pisa","Gene.Name","DZNep_Kme_global_Norm_rep1","DZNep_Kme_global_Norm_rep2","DZNep_Kme_global_Norm_rep3","DZNep_Kme_global_Norm_rep4","Cont_Kme_global_Norm_rep1","Cont_Kme_global_Norm_rep2","Cont_Kme_global_Norm_rep3","Cont_Kme_global_Norm_rep4","Norm_FC_global_rep1","Norm_FC_global_rep2","Norm_FC_global_rep3","Norm_FC_global_rep4","kme_cont_pisa_rep1_norm","kme_cont_pisa_rep2_norm","kme_cont_pisa_rep3_norm","kme_cont_pisa_rep4_norm","kme_dznep_pisa_rep1_norm","kme_dznep_pisa_rep2_norm","kme_dznep_pisa_rep3_norm","kme_dznep_pisa_rep4_norm","kme_rep1_sm","kme_rep2_sm","kme_rep3_sm","kme_rep4_sm","Norm_Global_Kme_FC_mean","Norm_Global_Kme_FC_sd","Norm.global.kme.pval","Norm_global_kme_protein_type","kme.pisa.sm.mean","kme.pisa.sm.sd","kme.pisa.pval","global_kme_pisa_type"
"202","P26583",804.4,695.7,711.3,700.5,661.4,603.6,754.8,945.6,747.8,766,927.2,660.6,766.5,1008.1,818.3,887.9,"P26583","m3","P26583-K30","P26583-K30-m3","P26583-K30-m3-437",47736.875,11736.6277000324,52468.9,9171.91365673853,1.09912724701816,0.0410479740238501,0.54995597918955,0.259672071887919,"ns",0.670600411689179,1.17386979117804,0.874040593583587,1.00992920134754,0.932109999449587,0.213121988126416,0.573333312315054,0.241592823733258,"ns","HMGB2",0.0176170148606753,0.0149149981404931,0.0143315547696626,0.0128586694800278,0.024527904913204,0.0158022414333544,0.0127012413753696,0.0120517373082561,0.718243768598091,0.943853326339604,1.12835858685864,1.06695567212695,0.822227747389359,0.867615351444588,1.06115563053564,1.34989293361884,1.02500668627975,1.31605744125326,0.882549611734254,1.34408113835907,1.24662137653982,1.51686739874072,0.831687253347343,0.995694625021708,0.964352838480822,0.181121626952494,0.683658734630582,"ns",1.1477176634124,0.299466022474883,0.504884680070872,"ns"
"203","P60174",231.9,187.8,253,223.6,225.4,207.4,229.6,228.3,203.4,188.6,243,225.8,219.6,229.2,261.1,247.9,"P60174","m3","P60174-K175","P60174-K175-m3","P60174-K175-m3-438",111002.9,6315.23269088321,117373.75,5627.01664975915,1.05739354557403,0.0242366551043339,0.183324922536493,0.736778489842406,"ns",1.14342955605936,1.11775891217178,1.12535798865646,0.939919395334884,1.08161646305562,0.0950763117314146,0.292066303387117,0.534518546063771,"ns","TPI1",0.00172954477429186,0.00164580037296664,0.00216637009089839,0.00180455358077615,0.00192914008102555,0.00172421707874659,0.00231998349418858,0.00211280049059303,0.896536644126131,0.954520398419346,0.933786855089711,0.854105055735594,0.971970677015955,1.10436634717785,0.907509881422925,1.02101967799642,1.07964601769911,1.2152704135737,1.07448559670782,1.09787422497786,1.11078044145708,1.10042325780685,1.18399327511794,1.07527234649605,0.909737238342696,0.0441705441873865,0.322053231500656,"ns",1.11761733021948,0.046694906509456,0.0747215316639493,"ns"
"204","P24534",27.8,27,35.8,22.7,21.8,22.5,26.5,26.6,26.5,26.5,22.9,29,27.8,29.5,31.1,18.7,"P24534","m3","P24534-K147","P24534-K147-m3","P24534-K147-m3-439",91640.1,2136.53756812278,104116.85,3266.14940921773,1.13614945858854,0.0554354658562956,0.00122376752964629,2.91230107416807,"Up with DZNep",0.931706214572669,1.02918419974508,0.96308621878864,0.899011415835397,0.955747012235446,0.05550907527389,0.422855717540097,0.373807792826467,"ns","EEF1B2",0.000258684477174267,0.000260324314978668,0.000221680122359683,0.000266231149228067,0.000313106432535137,0.000295600155901712,0.000386117875963407,0.000242222988135342,0.826187041510997,0.880663659275021,0.574125509746387,1.09911594798472,0.784172661870504,0.833333333333333,0.740223463687151,1.17180616740088,1.04905660377358,1.11320754716981,1.35807860262009,0.644827586206897,1.33778777912411,1.33584905660377,1.834687319766,0.550285195747991,0.84502303962928,0.215695561974914,0.146938571016988,"ns",1.26465233781047,0.530935670885101,0.410464682099953,"ns"
"205","Q9Y237",852,1128.5,860.8,895.9,885.5,896.4,1164.6,1309.2,796.3,1035.6,890.9,802.3,780.5,647.8,849.3,834.7,"Q9Y237","m3","Q9Y237-K26","Q9Y237-K26-m3","Q9Y237-K26-m3-441",71690.85,6591.95830513715,64509.775,2212.16467647265,0.899832754110183,-0.0458382024680585,0.114090260284353,0.942751429072636,"ns",0.789559536395827,0.875295797716653,0.961058872828611,0.889611440128683,0.878881411767444,0.0703787909887547,0.0125000667149703,1.90308766908265,"Destabilized with DZNep","PIN4",0.0122887509240097,0.0162448078105588,0.0143443447795054,0.0119066876612998,0.013665913330521,0.015206517579462,0.011870156374969,0.0115318919433793,0.899226464181098,1.06827929048655,1.20843772620838,1.03250080036829,1.03931924882629,0.794328754984493,1.35292750929368,1.46132380846077,0.980158231822178,0.625531093086134,0.953305645975979,1.04038389629814,0.943077146823823,0.787496473167896,0.704624334583654,0.711946175292932,1.05211107031108,0.127092748503372,0.651091798225328,"ns",0.786786032467076,0.110723327824803,0.201221242558555,"ns"
"206","P62987",2092,2695.8,2190.2,2285.6,4074.1,2817.9,3074.6,2534.1,2616.3,2015.6,1833.5,2224.7,3412.4,2604.9,2672.5,1978.6,"P62987","m3","P62987-K98","P62987-K98-m3","P62987-K98-m3-442",18377.675,3776.67946073885,20004.7,2994.7984428561,1.0885326897989,0.0368414758999419,0.526004682717372,0.279010389554887,"ns",0.503827213653691,0.766926979175847,1.00539229223122,0.794157399336329,0.767575971099271,0.205610475712741,0.126464108340222,0.898032713709686,"ns","UBA52",0.1214781865795,0.11947482291574,0.100674826077168,0.0950767126800291,0.155461591623504,0.148940872274832,0.112904472980148,0.101332269291304,0.781403209055618,0.802162771648609,0.891681466817263,0.938266885218059,1.94746653919694,1.04529267749833,1.40379873984111,1.10872418620931,1.3042846768337,1.29236951776146,1.45759476411235,0.889378343147391,0.669734062476643,1.23637096631582,1.03832174993784,0.802163742984758,0.853378583184887,0.0741094878068887,0.233856693948972,"ns",0.936647630428765,0.251330110540031,0.583016326749055,"ns"
"207","P62917",482.5,457.7,393.5,412.6,515.7,454.2,581.7,600.1,431.1,433,452.4,364.3,542.2,572.7,475.9,546.8,"P62917","m3","P62917-K93","P62917-K93-m3","P62917-K93-m3-443",150277.3,13233.7644009556,150891.75,11996.6593962653,1.00408877455211,0.00177211180672327,0.947405502029849,0.0234640974481887,"ns",0.808945486572825,1.10996119504072,0.818178446161987,0.947789913990185,0.921218760441429,0.140892780997183,0.319886484084536,0.495004109436087,"ns","RPL8",0.00256254792517431,0.00297651986397373,0.00320818754423313,0.00244743194318572,0.003286921323025,0.00272439503192251,0.00288985715219449,0.00274794070948286,0.779619489892737,1.09254341940027,1.11015436932476,0.890642194258371,1.06880829015544,0.992353069696308,1.47827191867853,1.45443528841493,1.2577128276502,1.32263279445727,1.05194518125553,1.50096074663739,1.17674314396203,1.33282481290862,0.711604656737235,1.03198867532509,0.968239868219036,0.160405885786043,0.625908058918725,"ns",1.06329032223324,0.264690375619258,0.832490364793378,"ns"
"208","P63173",1273.1,1168.6,903.7,892.2,1171.2,848,1070.4,1038.3,1086,1057.3,1031.5,799.3,1253.8,1030.1,865.9,931.8,"P63173","m3","P63173-K57","P63173-K57-m3","P63173-K57-m3-444",72508.825,11937.2641464659,69920.825,7014.67028561096,0.964307792879005,-0.015784323552084,0.724307251997086,0.140077166481529,"ns",0.887215773858262,1.29427658239165,0.635502650834252,0.921602835008497,0.934649460523165,0.271563773724459,0.442592477693851,0.353995971619366,"ns","RPL38",0.0141100715507956,0.0144719048218695,0.0149301906837926,0.0131963017995707,0.0175229962658166,0.0131063333445487,0.0145790749861663,0.0134706060866848,0.805231670243585,1.10419172482659,1.02408353739586,0.979636826632088,0.919959154818946,0.725654629471162,1.18446387075357,1.16375252185609,1.15451197053407,0.974274094391374,0.839457101308774,1.16577004879269,1.25496003217804,1.3426140409266,0.708723264623261,1.00173363915327,0.97828593977453,0.126358341969246,0.669410489475853,"ns",1.07700774422029,0.284905464113471,0.803442647847783,"ns"
"209","Q9BQE3",982.9,681.2,414.9,392.4,518.2,315.4,500.3,493.8,500.4,626,660.8,329.7,844.2,548.7,494.5,638,"Q9BQE3","m3","Q9BQE3-K326","Q9BQE3-K326-m3","Q9BQE3-K326-m3-446",271113.675,14269.3118169436,276479.6,8383.12164808948,1.01979215913768,0.00851166849012131,0.546125325208722,0.262707683667019,"ns",1.27092364090041,0.802680887103727,1.29089637714662,1.16043375193697,1.13123366427193,0.226425148748658,0.267253560561028,0.573076500069769,"ns","TUBA1C",0.0018324501880422,0.00227130317289443,0.00245757174209034,0.00114342035628104,0.00340869642418069,0.002665091294635,0.00150198418300966,0.00148485403476163,0.537580928311222,0.85224216426158,1.63621679235389,0.770055729056629,0.527215383050158,0.463006459189665,1.2058327307785,1.25840978593272,1.68705035971223,0.876517571884984,0.748335351089588,1.93509250834092,3.19992628051168,1.89310009501602,0.620596316544214,1.5377284331166,0.94902390349583,0.477114836224695,0.567271283385197,"ns",1.81283778129713,1.0688906098364,0.267568179745321,"ns"
"210","P62826",912,902.1,448.1,454.9,714.6,500.7,744.6,648.2,760.2,897.5,653.6,568.1,1152.2,1029.4,649.4,708.1,"P62826","m3","P62826-K152","P62826-K152-m3","P62826-K152-m3-447",124534.35,14397.6291848114,125046.75,10496.9598397187,1.00411452743761,0.00178325045593765,0.956171507983059,0.0194642015627279,"ns",1.26376803340339,1.30060847930767,0.865982102413565,0.961368403640059,1.09793175469117,0.216817677692878,0.435047862195928,0.361462961104834,"ns","RAN",0.00610635271135073,0.0064433220979026,0.00534420489825487,0.00497890036502588,0.00667419953514786,0.00657150932730356,0.00394666845166586,0.00411009897125551,0.914919111901478,0.980493487414168,1.35410535840656,1.21138211022324,0.783552631578947,0.555038244097107,1.66168266012051,1.42492855572653,1.51565377532228,1.14696378830084,0.993574051407589,1.24643548671009,1.93433563265312,2.06645902421846,0.597932490512679,0.874735425647051,1.11522501698636,0.203785054055767,0.657026825183624,"ns",1.36836564325783,0.74047156866969,0.694967563892424,"ns"
"211","Q9NTJ3",688.3,632.4,464.7,441.8,534.6,420.6,531.3,456.2,558.4,566.3,472.9,473.4,702.7,548.2,505.9,433.6,"Q9NTJ3","m3","Q9NTJ3-K867","Q9NTJ3-K867-m3","Q9NTJ3-K867-m3-449",90243.425,4486.14635842018,81194.275,5100.04122295431,0.899725104626736,-0.0458901614272767,0.0378844186168493,1.42153937314813,"Down with DZNep",1.09964324341198,0.968286408963749,1.16331273102614,1.20616478999312,1.10935179334875,0.103727588306821,0.0781713675185713,1.10695229049172,"ns","SMC4",0.00733143220263322,0.00653387391919365,0.00560741236120795,0.00610006739195703,0.00775227849184789,0.00742473997560308,0.00484667324431947,0.00484791291752623,0.945713213262757,0.880013837610916,1.15696109032729,1.25828732812093,0.776696208048816,0.665085388994307,1.14331826985152,1.03259393390675,1.25841690544413,0.968038142327388,1.06978219496722,0.915927334178285,1.62021765061203,1.45550956064632,0.935681885942535,0.887015993511544,1.06024386733047,0.177177470275775,0.850381911520015,"ns",1.22460627267811,0.368451348477015,0.315310467111265,"ns"
"212","O43399",125.7,147.1,130.2,140.5,138.3,134.4,154.3,170.4,136.7,140.7,154.4,134.5,125.8,193.8,133.9,161.8,"O43399","m3","O43399-K15","O43399-K15-m3","O43399-K15-m3-450",31056.975,1527.80967482864,36627.15,1341.29140134921,1.17935343026808,0.0716439745721012,0.00162969021506068,2.787894942023,"Up with DZNep",0.895468286839354,1.06159867266766,0.92955177035461,0.938936171269872,0.956388725282874,0.0725838518318843,0.572759129013089,0.24202798001126,"ns","TPD52L2",0.00380129805847381,0.00401220485913083,0.00407448066205033,0.0035785743172772,0.00409470262100058,0.00506410168137815,0.00405429390828328,0.00434070687098369,0.928345330617666,0.792283629273207,1.00497910467858,0.824422017805184,1.10023866348449,0.913664174031271,1.18509984639017,1.21281138790036,0.920263350402341,1.3773987206823,0.867227979274611,1.20297397769517,0.836421570105382,1.50755470098487,0.731776298778706,0.991888755083163,0.887507520593658,0.0974930252808895,0.109583015788407,"ns",1.01691033123803,0.344110246965156,0.93979436324779,"ns"
"213","P00367",438,437.7,424,444.5,665.2,556.3,666.5,586.4,486,475,407.5,425.8,598.6,535.1,662.7,537.8,"P00367","m3","P00367-K187","P00367-K187-m3","P00367-K187-m3-451",57173.775,3495.44621030944,55587.35,1521.03493166111,0.972252575590819,-0.0122208976910206,0.450996894407089,0.345826448690793,"ns",0.899163359086383,0.888601048697046,1.09597757398268,0.979168821389173,0.96572770078882,0.0957862642191338,0.391705493556266,0.407040337554912,"ns","GLUD1",0.0085332321987295,0.00889276634303238,0.00729269942624799,0.00758953079659772,0.00816742094104353,0.00795501427613369,0.00691784085050285,0.00756535221863102,1.04478907850184,1.11788188359537,1.05418722168462,1.00319596196819,1.51872146118721,1.27096184601325,1.57193396226415,1.31923509561305,1.23168724279835,1.12652631578947,1.62625766871166,1.26303428839831,0.811002724512446,0.886357304370039,1.03455851692985,0.957398944735758,1.05501353643751,0.0474085520920499,0.401579915172232,"ns",0.922329372637022,0.0957651084580488,0.44534548550675,"ns"
"214","Q8WUH6",32.5,26.9,28.1,29.9,33.4,25.6,20.5,21.2,36.3,29.4,31,28.4,36.5,28.7,18.2,21.8,"Q8WUH6","m3","Q8WUH6-K6","Q8WUH6-K6-m3","Q8WUH6-K6-m3-452",6062.025,468.148974686478,6821,482.242228207637,1.12520156218425,0.0512303264504421,0.0647187642379587,1.18896978388279,"ns",1.05851661863164,1.25162102022283,0.765270673191352,0.931106045790966,1.0016285894592,0.205402821345563,0.83154078758486,0.0801164435117007,"ns","TMEM263",0.00494388755720201,0.00460079496729367,0.00435436068152768,0.00441535423889554,0.00482002758538864,0.0047139227197056,0.00469444351632196,0.00514355507388485,1.02569694252141,0.976001356165848,0.927556304892825,0.858424606224872,1.02769230769231,0.951672862453532,0.729537366548043,0.709030100334448,1.00550964187328,0.976190476190476,0.587096774193548,0.767605633802817,0.978415070685076,1.02576264880952,0.804752163650669,1.08261360616529,0.94691980245124,0.0713160088547906,0.170340018344375,"ns",0.972885872327641,0.119910584870854,0.877236834836765,"ns"
"215","P62917",1295.8,1241.6,817.9,822.1,1253.5,936.4,1207.8,1117.8,1040.7,1083.2,959.6,808.6,1405.6,1381.1,1030.5,1107.7,"P62917","m3","P62917-K93","P62917-K93-m3","P62917-K93-m3-453",150277.3,13233.7644009556,150891.75,11996.6593962653,1.00408877455211,0.00177211180672327,0.947405502029849,0.0234640974481887,"ns",0.808945486572825,1.10996119504072,0.818178446161987,0.947789913990185,0.921218760441429,0.140892780997183,0.319886484084536,0.495004109436087,"ns","RPL8",0.0061861369188794,0.00744611158581142,0.00680498843378894,0.00543231806000541,0.0088273422805716,0.00739044979601263,0.00600664336665788,0.00547523523331522,0.700792687340863,1.00753158350779,1.13291034915816,0.992161583661527,0.967356073468128,0.754188144329897,1.47670864408852,1.35968860235981,1.35062938406842,1.27501846381093,1.07388495206336,1.36989859015582,1.39620706491891,1.69058407162287,0.727215186531398,1.00750906330927,0.958349050917085,0.18291084909034,0.620958312691942,"ns",1.20537884659561,0.424119659312472,0.520438327197083,"ns"
"216","Q9BQE3",1656.4,1495.4,959,873.4,1208.9,866.8,1213.3,1061.9,1138.4,1378,1172.5,865.1,1389.6,1358,976.4,1070.3,"Q9BQE3","m3","Q9BQE3-K326","Q9BQE3-K326-m3","Q9BQE3-K326-m3-454",271113.675,14269.3118169436,276479.6,8383.12164808948,1.01979215913768,0.00851166849012131,0.546125325208722,0.262707683667019,"ns",1.27092364090041,0.802680887103727,1.29089637714662,1.16043375193697,1.13123366427193,0.226425148748658,0.267253560561028,0.573076500069769,"ns","TUBA1C",0.00416878755808801,0.00499976960423086,0.00436062782627259,0.00300022126241653,0.00574439389257595,0.00585052484145211,0.00347168674742411,0.00330497327716821,0.725714085079672,0.854584800462093,1.25605451860196,0.907789870236772,0.729835788456894,0.579644242343186,1.26517205422315,1.21582321960156,1.22066057624736,0.985486211901306,0.83275053304904,1.23719801179054,1.67251400322288,1.7001569927056,0.658211292503115,1.01758050993301,0.936035818595124,0.226626934186693,0.595537490306592,"ns",1.26211569959115,0.511470081881196,0.56766022638859,"ns"
"217","P07237",473.2,513.4,365.1,361.8,444.2,420.7,440.9,351.6,386.3,448,411.9,385.9,415.2,495.1,465.8,367.8,"P07237","m3","P07237-K271","P07237-K271-m3","P07237-K271-m3-455",87950.825,4786.78951238023,90878.625,4966.13818869015,1.03328905669731,0.0142218299107238,0.428520708264825,0.368028185951203,"ns",1.00416345417113,1.11141719567424,1.06571815081633,0.936078404080286,1.0293443011855,0.0761393887680741,0.665096354543213,0.177115432568955,"ns","P4HB",0.00436296035274134,0.00520169333695594,0.00421819507539294,0.00423138284749368,0.00538261252356031,0.00597406738105683,0.00386062417125056,0.00433905037400024,0.810565563403303,0.870712197430178,1.09261997238818,0.97518638475559,0.938715131022823,0.819439033891702,1.20761435223227,0.971807628524046,1.07481232202951,1.10513392857143,1.13085700412722,0.953096657165069,1.1449824195956,1.34864691925023,0.936438857352793,0.9807462188917,0.937271029494313,0.123902140801943,0.508481491049825,"ns",1.10270360377258,0.186898530692061,0.413699523191654,"ns"
"218","Q14103",314.6,345.7,276.1,334.7,355.3,296.5,331.4,301.7,338.6,309,322.1,329,381.2,380.4,349.7,311.6,"Q14103","m3","Q14103-K231","Q14103-K231-m3","Q14103-K231-m3-456",100575.875,6489.19251133503,142316.725,8726.22013335862,1.4150185121432,0.150762121605219,0.00037333642026344,3.42789964107314,"Up with DZNep",0.846834328770823,1.05869543108455,0.842218449284582,1.00867519839261,0.939105851883141,0.111119701504109,0.197326703496792,0.70481413929638,"ns","HNRNPD",0.00224744457719368,0.0023240509185266,0.00216507103866275,0.00240359501834842,0.00314148882205153,0.00345989593289583,0.00296204590366538,0.0030697691482239,0.715407472220767,0.67171122010639,0.730937706260252,0.782988851047344,1.12937062937063,0.857680069424356,1.20028975009055,0.901404242605318,1.12581216774956,1.23106796116505,1.08568767463521,0.947112462006079,0.99684916401354,1.43534635472094,0.904521324582922,1.05070779261994,0.725261312408688,0.0459325618578272,0.00136261359730344,"Norm.Down with DZNep",1.09685615898433,0.233594643128656,0.494068089122853,"ns"
"219","P30041",230.7,174.1,219.5,203.8,180.1,169.7,197.6,255.4,193.6,202.4,249.3,147.1,146.4,257.6,216,235.8,"P30041","m3","P30041-K182","P30041-K182-m3","P30041-K182-m3-457",96395.575,11449.0568130814,89369.55,5220.26437165782,0.92711257752236,-0.0328675270979968,0.32393840848753,0.489537555832777,"ns",1.30764272360583,1.24291401321727,0.880898989250761,0.958440128946786,1.09747396375516,0.20941095355609,0.395990843047331,0.402314856650233,"ns","PRDX6",0.00217129206457799,0.00210700328750809,0.002802767465862,0.00176577281670174,0.00208332204528584,0.00173487934566848,0.00247331468112269,0.00237679834300535,1.04222583805092,1.21449557444367,1.13320293905738,0.742920753836019,0.780667533593411,0.974727168294084,0.900227790432802,1.2531894013739,0.756198347107438,1.27272727272727,0.866425992779783,1.60299116247451,0.96865607261347,1.30572668345208,0.962451950481591,1.279129204825,1.033211276347,0.205922460431428,0.875715011485472,"ns",1.12899097784304,0.189049840260784,0.533451391248316,"ns"
"220","P62714",753.7,670.4,654,665.8,732.4,730.8,698.4,637.4,771,688.8,611.7,742.2,888.1,838.1,829.9,703.3,"P62714","m3","P62714-K4","P62714-K4-m3","P62714-K4-m3-458",1948.8,190.278129764476,1982.375,228.076030817211,1.01722855090312,0.00741854116712601,0.828881681880865,0.0815074580788285,"ns",0.953305461091338,0.960890274371467,1.54908148421528,0.972322962397404,1.10890004551887,0.293558379012361,0.600573289005385,0.221433987314415,"ns","PPP2CB",0.386214496819115,0.37327263859535,0.341827326068734,0.322920292377306,0.403285355021671,0.388142658638258,0.302567661346287,0.326756968983117,0.957670522894049,0.961689292037424,1.12975499280974,0.988258317434663,0.971739418866923,1.09009546539379,1.06788990825688,0.957344547912286,1.15188067444877,1.2167537746806,1.35671080595063,0.947588251145244,1.18538020799022,1.11619010747931,1.27045943168916,0.98980900158849,1.00934328129397,0.0814136201214199,0.976515193870393,"ns",1.14045968718679,0.118606391523039,0.186038279288612,"ns"
"221","P31948",391.8,379.9,313.3,333.7,290.8,249.7,296.6,385.6,319.3,351.9,366,331.6,285.6,320.9,303.1,372.5,"P31948","m3","P31948-K100","P31948-K100-m3","P31948-K100-m3-459",281022.05,2415.80585657594,322829.1,11851.9069630165,1.14876786358935,0.0602322778200326,0.00477385194713854,2.32113105402172,"Up with DZNep",0.970005360623662,1.10982866940722,0.969924478522696,0.919890374470443,0.992412220756006,0.0817594164490599,0.894005980936535,0.0486595757465373,"ns","STIP1",0.0010008820802298,0.00112676832023146,0.00114318769455274,0.000975778275868056,0.00137738577242761,0.00136133597979819,0.00112035782791475,0.00118784292423648,0.72665341857407,0.827693043416438,1.020377299171,0.821470798839219,0.742215416028586,0.657278231113451,0.946696457069901,1.15552891818999,0.894456623864704,0.911906791702188,0.828142076502732,1.12334137515078,1.20511728070905,1.3873984387972,0.87477044021681,0.972144753339773,0.849048640000181,0.123221614053384,0.0457027755370861,"Norm.Down with DZNep",1.10985772826571,0.231181115721828,0.640100049232486,"ns"
"222","P11142",1555.3,1439.3,842.3,805,989.5,751.1,997.9,1034.2,1059.2,1290.4,1188,726.9,1015.9,1281.6,818.2,965.7,"P11142","m3","P11142-K328","P11142-K328-m3","P11142-K328-m3-460",468520.425,14943.4005976719,460741.9,10590.9784282032,0.983397682182159,-0.00727081965444458,0.431667733381613,0.364850413095034,"ns",0.9720623117879,1.10554311256948,1.02599324622128,0.991424975890109,1.02375591161719,0.0589114294910583,0.532498522231822,0.273681593123883,"ns","HSPA8",0.00234702876617017,0.00273507577838595,0.00253952401453429,0.00160792757623444,0.00340672925953963,0.00293838376847667,0.00180109904890081,0.00174977899530516,0.688939034294535,0.930809585775747,1.4099857617959,0.918931808273317,0.636211663344692,0.521850899742931,1.1847322806601,1.28472049689441,0.959120090634441,0.993180409175449,0.688720538720539,1.3285183656624,1.50754873872031,1.90318807472537,0.581330102980569,1.03409135985132,0.987166547534875,0.303066452769379,0.744108357102512,"ns",1.25653956906939,0.573454712538032,0.727097598306266,"ns"
"223","P06733",142.5,155.1,138.4,130.9,171.8,166.9,156.3,137,143.9,126,157.6,153.3,183.8,153.9,173.1,149,"P06733","m3","P06733-K202","P06733-K202-m3","P06733-K202-m3-462",495523.85,14765.7593055691,501845.7,22315.8268904978,1.01275791266152,0.00550564500478479,0.655716720106371,0.183283742126754,"ns",0.992453797164927,1.00115945622515,1.05254592433649,0.905687822561271,0.987961750071959,0.0609220065555301,0.836831608949578,0.077361923920017,"ns","ENO1",0.000284831429871592,0.000250458328802887,0.000333593830038177,0.000291077865322658,0.000282150114552947,0.000303458962604699,0.000285602792138742,0.000271944057222514,1.00950315162159,0.825344971369807,1.16803420421787,1.07035935366842,1.20561403508772,1.07607994842037,1.12933526011561,1.04660045836516,1.27727588603197,1.22142857142857,1.09835025380711,0.971950424005219,1.05944012665632,1.13507232731319,0.972563500492025,0.928673799286738,1.01831042021942,0.144267731894419,0.829837341487996,"ns",1.02393743843707,0.0918800791620007,0.732080424990478,"ns"
"224","P62826",981.6,1029.4,588.4,607.5,853.4,620.8,884.7,776.5,749.2,957.6,720.4,569.8,1008.6,1019.8,728.1,819.1,"P62826","m3","P62826-K152","P62826-K152-m3","P62826-K152-m3-464",124534.35,14397.6291848114,125046.75,10496.9598397187,1.00411452743761,0.00178325045593765,0.956171507983059,0.0194642015627279,"ns",1.26376803340339,1.30060847930767,0.865982102413565,0.961368403640059,1.09793175469117,0.216817677692878,0.435047862195928,0.361462961104834,"ns","RAN",0.0060179945426782,0.00687479135482065,0.00589039964611813,0.00499379938037624,0.00718354634177756,0.00749884902064769,0.00518236937505064,0.00548886595963447,0.837747020253656,0.916779539885556,1.13662288807049,0.909805307161992,0.869396903015485,0.603069749368564,1.50356900067981,1.27818930041152,1.34623598505072,1.06495405179616,1.01068850638534,1.43752193752194,1.5484711072484,1.7658886934906,0.672192966154781,1.12465496077859,0.950238688842924,0.129290136549296,0.597368157322543,"ns",1.27780193191809,0.483634401684591,0.538385277259189,"ns"
"225","P38117",148.4,169.8,200.9,177.9,187.8,195.5,193.5,147.7,169.6,202.9,173.9,167.4,204,219.4,185.8,171.6,"P38117","m3","P38117-K200","P38117-K200-m3","P38117-K200-m3-465",34812.6,2310.92771414426,27221.075,1575.80521718263,0.781931685654045,-0.106831187911326,0.00240962718348127,2.61805014608973,"Down with DZNep",0.87877997821805,0.98190092546059,1.10022525078879,0.946143841324968,0.976762498948099,0.092749718925642,0.690512524591357,0.160828439733309,"ns","ETFB",0.00588176133782326,0.00777910262357808,0.00677375879342178,0.00591642780650383,0.00456041473960462,0.00505873555444993,0.00531200423056584,0.00503626450155419,1.28974263826127,1.53775633057853,1.27517948017527,1.17476510709039,1.2654986522911,1.15135453474676,0.963165754106521,0.830241708825183,1.20283018867925,1.08132084770823,1.06843013225992,1.02508960573477,0.950479233226837,0.939172787421266,1.10928999261508,1.23468815748284,1.31936088902637,0.154308939804638,0.0313878742276234,"Norm.Up with DZNep",1.0584075426865,0.140865569142699,0.708555181198644,"ns"
"226","Q15233",193,146.3,157.4,173,98,92.1,149.5,171.5,148.3,153.8,201.5,137.5,124.4,101.4,108.7,165.1,"Q15233","m3","Q15233-K107","Q15233-K107-m3","Q15233-K107-m3-466",113625.3,13033.5815175006,117981.35,18658.5009941849,1.03833697248764,0.0163383183896819,0.716582127589706,0.144734027855596,"ns",0.785502228661957,1.01737794520317,1.09111227801985,0.941336475384228,0.9588322318173,0.130735104525914,0.62350726139743,0.205158484340256,"ns","NONO",0.00120328058263771,0.00162628275960517,0.00175639384015683,0.000986484799524766,0.00189173215033096,0.00141203540608806,0.00131269166007124,0.00134147315464084,0.636073443286987,1.15172944856295,1.33800944546377,0.735374238472095,0.507772020725389,0.629528366370472,0.949809402795426,0.991329479768786,0.838840188806473,0.659297789336801,0.539454094292804,1.20072727272727,1.65200159632295,1.04728845363707,0.567960364158444,1.21122926053538,0.96529664394645,0.334127845514076,0.684736268830582,"ns",1.11961991866346,0.447728573704828,0.837995041628738,"ns"
